week_date,top_song,top_artist,tv_programs,magazine_titles,radio_top_tracks
2000-10-30,Come On Over Baby (All I Want Is You),Christina Aguilera,,,
2000-11-06,With Arms Wide Open,Creed,,,
2000-11-13,Independent Women Part I,Destiny's Child,,,
2000-11-20,Independent Women Part I,Destiny's Child,,,
2000-11-27,Independent Women Part I,Destiny's Child,,,
2000-12-04,Independent Women Part I,Destiny's Child,,,
2000-12-11,Independent Women Part I,Destiny's Child,,,
2000-12-18,Independent Women Part I,Destiny's Child,,,
2000-12-25,Independent Women Part I,Destiny's Child,,,
2001-01-01,Independent Women Part I,Destiny's Child,,"""Lyrick Enters Midline World with Newly Inherited 'Kipper'"" - Billboard. Nielsen Business Media; 300 Years of People and Pianos.; Ain't misbehavin' : the groundbreaking program for happy, WELL-BEHAVED PETS and their people; All male or female persons seventeen years of age or over listed in the City of Everett as of January 1, 2001; Almanac of African American heritage : a book of lists featuring people, places, times, and events that shaped Black culture",
2001-01-08,Independent Women Part I,Destiny's Child,,,
2001-01-15,Independent Women Part I,Destiny's Child,,,
2001-01-22,Independent Women Part I,Destiny's Child,,,
2001-01-29,It Wasn't Me,Shaggy,,,
2001-02-05,It Wasn't Me,Shaggy,,,
2001-02-12,Ms. Jackson,Outkast,,,
2001-02-19,Stutter,Joe,,,
2001-02-26,Stutter,Joe,,,
2001-03-05,Stutter,Joe,,,
2001-03-12,Stutter,Joe,,,
2001-03-19,Butterfly,Crazy Town,,,
2001-03-26,Angel,Shaggy,,,
2001-04-02,Butterfly,Crazy Town,,,
2001-04-09,All For You,Janet,,,
2001-04-16,All For You,Janet,,,
2001-04-23,All For You,Janet,,,
2001-04-30,All For You,Janet,,,
2001-05-07,All For You,Janet,,,
2001-05-14,All For You,Janet,,,
2001-05-21,All For You,Janet,,,
2001-05-28,Lady Marmalade,"Christina Aguilera, Lil' Kim, Mya",,,
2001-06-04,Lady Marmalade,"Christina Aguilera, Lil' Kim, Mya",,,
2001-06-11,Lady Marmalade,"Christina Aguilera, Lil' Kim, Mya",,,
2001-06-18,Lady Marmalade,"Christina Aguilera, Lil' Kim, Mya",,,
2001-06-25,Lady Marmalade,"Christina Aguilera, Lil' Kim, Mya",,,
2001-07-02,U Remind Me,Usher,,,
2001-07-09,U Remind Me,Usher,,,
2001-07-16,U Remind Me,Usher,,,
2001-07-23,U Remind Me,Usher,,,
2001-07-30,Bootylicious,Destiny's Child,,,
2001-08-06,Bootylicious,Destiny's Child,,,
2001-08-13,Fallin',Alicia Keys,,,
2001-08-20,Fallin',Alicia Keys,,,
2001-08-27,Fallin',Alicia Keys,,,
2001-09-03,I'm Real,Jennifer Lopez,,,
2001-09-10,I'm Real,Jennifer Lopez,,,
2001-09-17,I'm Real,Jennifer Lopez,,,
2001-09-24,Fallin',Alicia Keys,,,
2001-10-01,Fallin',Alicia Keys,,,
2001-10-08,Fallin',Alicia Keys,,,
2001-10-15,I'm Real,Jennifer Lopez,,,
2001-10-22,I'm Real,Jennifer Lopez,,,
2001-10-29,Family Affair,Mary J. Blige,,,
2001-11-05,Family Affair,Mary J. Blige,,,
2001-11-12,Family Affair,Mary J. Blige,,,
2001-11-19,Family Affair,Mary J. Blige,,,
2001-11-26,Family Affair,Mary J. Blige,,,
2001-12-03,Family Affair,Mary J. Blige,,,
2001-12-10,U Got It Bad,Usher,,,
2001-12-17,How You Remind Me,Nickelback,,,
2001-12-24,How You Remind Me,Nickelback,,,
2001-12-31,How You Remind Me,Nickelback,,"2003 International Buyer's Guide (Billboard International Buyer's Guide, 2003); A comparative study of referendums : government by the people; A comprehensive guide for integrated treatment of people with co-occurring disorders; A historical atlas of the Jewish people : from the time of the patriarchs to the present; ATTACKS ON PEOPLE OF INDIAN ORIGIN IN SOUTH AFRICA (18-Dec-2002)",
2002-01-07,How You Remind Me,Nickelback,,,
2002-01-14,U Got It Bad,Usher,,,
2002-01-21,U Got It Bad,Usher,,,
2002-01-28,U Got It Bad,Usher,,,
2002-02-04,U Got It Bad,Usher,,,
2002-02-11,U Got It Bad,Usher,,,
2002-02-18,Always On Time,Ja Rule,,,
2002-02-25,Always On Time,Ja Rule,,,
2002-03-04,Ain't It Funny,Jennifer Lopez,,,
2002-03-11,Ain't It Funny,Jennifer Lopez,,,
2002-03-18,Ain't It Funny,Jennifer Lopez,,,
2002-03-25,Ain't It Funny,Jennifer Lopez,,,
2002-04-01,Ain't It Funny,Jennifer Lopez,,,
2002-04-08,Ain't It Funny,Jennifer Lopez,,,
2002-04-15,Foolish,Ashanti,,Entertainment Weekly - The Osbournes - (2002-04-19),
2002-04-22,Foolish,Ashanti,,,
2002-04-29,Foolish,Ashanti,,,
2002-05-06,Foolish,Ashanti,,,
2002-05-13,Foolish,Ashanti,,,
2002-05-20,Foolish,Ashanti,,,
2002-05-27,Foolish,Ashanti,,,
2002-06-03,Foolish,Ashanti,,,
2002-06-10,Foolish,Ashanti,,,
2002-06-17,Foolish,Ashanti,,,
2002-06-24,Hot In Herre,Nelly,,,
2002-07-01,Hot In Herre,Nelly,,,
2002-07-08,Hot In Herre,Nelly,,,
2002-07-15,Hot In Herre,Nelly,,,
2002-07-22,Hot In Herre,Nelly,,,
2002-07-29,Hot In Herre,Nelly,,,
2002-08-05,Hot In Herre,Nelly,,,
2002-08-12,Dilemma,Nelly,,,
2002-08-19,Dilemma,Nelly,,,
2002-08-26,Dilemma,Nelly,,,
2002-09-02,Dilemma,Nelly,,,
2002-09-09,Dilemma,Nelly,,,
2002-09-16,Dilemma,Nelly,,,
2002-09-23,Dilemma,Nelly,,,
2002-09-30,A Moment Like This,Kelly Clarkson,,,
2002-10-07,A Moment Like This,Kelly Clarkson,,,
2002-10-14,Dilemma,Nelly,,,
2002-10-21,Dilemma,Nelly,,,
2002-10-28,Dilemma,Nelly,,,
2002-11-04,Lose Yourself,Eminem,,,
2002-11-11,Lose Yourself,Eminem,,,
2002-11-18,Lose Yourself,Eminem,,,
2002-11-25,Lose Yourself,Eminem,,,
2002-12-02,Lose Yourself,Eminem,,,
2002-12-09,Lose Yourself,Eminem,,,
2002-12-16,Lose Yourself,Eminem,,,
2002-12-23,Lose Yourself,Eminem,,,
2002-12-30,Lose Yourself,Eminem,,"45 effective ways for hiring smart! : how to predict winners and losers in the incredibly expensive people-reading game; A dancing people : powwow culture on the southern Plains; AGORA XII. Training for Mentally Disabled People and Their Trainers: Permitting the Mentally Disabled a Genuine and Appropriate Exercise of Their Rights. CEDEFOP Panorama Series.; ASSISTANCE TO PEOPLE OF MINORITY ORIGIN (8-May-2003); All the people, all the time",
2003-01-06,Lose Yourself,Eminem,,,
2003-01-13,Lose Yourself,Eminem,,,
2003-01-20,Lose Yourself,Eminem,,,
2003-01-27,"Bump, Bump, Bump",B2k,,,
2003-02-03,All I Have,Jennifer Lopez,,,
2003-02-10,All I Have,Jennifer Lopez,,,
2003-02-17,All I Have,Jennifer Lopez,,,
2003-02-24,All I Have,Jennifer Lopez,,,
2003-03-03,In Da Club,50 Cent,,,
2003-03-10,In Da Club,50 Cent,,,
2003-03-17,In Da Club,50 Cent,,,
2003-03-24,In Da Club,50 Cent,,,
2003-03-31,In Da Club,50 Cent,,,
2003-04-07,In Da Club,50 Cent,,,
2003-04-14,In Da Club,50 Cent,,,
2003-04-21,In Da Club,50 Cent,,,
2003-04-28,In Da Club,50 Cent,,,
2003-05-05,Get Busy,Sean Paul,,,
2003-05-12,Get Busy,Sean Paul,,,
2003-05-19,Get Busy,Sean Paul,,,
2003-05-26,21 Questions,50 Cent,,,
2003-06-02,21 Questions,50 Cent,,,
2003-06-09,21 Questions,50 Cent,,,
2003-06-16,21 Questions,50 Cent,,,
2003-06-23,This Is The Night,Clay Aiken,,,
2003-06-30,This Is The Night,Clay Aiken,,,
2003-07-07,Crazy In Love,Beyonce,,,
2003-07-14,Crazy In Love,Beyonce,,,
2003-07-21,Crazy In Love,Beyonce,,,
2003-07-28,Crazy In Love,Beyonce,,,
2003-08-04,Crazy In Love,Beyonce,,,
2003-08-11,Crazy In Love,Beyonce,,,
2003-08-18,Crazy In Love,Beyonce,,,
2003-08-25,Crazy In Love,Beyonce,,,
2003-09-01,Shake Ya Tailfeather,"Nelly, P. Diddy",,,
2003-09-08,Shake Ya Tailfeather,"Nelly, P. Diddy",,,
2003-09-15,Shake Ya Tailfeather,"Nelly, P. Diddy",,,
2003-09-22,Shake Ya Tailfeather,"Nelly, P. Diddy",,,
2003-09-29,Baby Boy,Beyonce,,,
2003-10-06,Baby Boy,Beyonce,,,
2003-10-13,Baby Boy,Beyonce,,,
2003-10-20,Baby Boy,Beyonce,,,
2003-10-27,Baby Boy,Beyonce,,,
2003-11-03,Baby Boy,Beyonce,,,
2003-11-10,Baby Boy,Beyonce,,,
2003-11-17,Baby Boy,Beyonce,,,
2003-11-24,Baby Boy,Beyonce,,,
2003-12-01,Stand Up,Ludacris,,,
2003-12-08,Hey Ya!,Outkast,,,
2003-12-15,Hey Ya!,Outkast,,,
2003-12-22,Hey Ya!,Outkast,,,
2003-12-29,Hey Ya!,Outkast,,"8 Kentucky Street/Cosmopolitan Hotel site, Petaluma, California : historic resource report; A CHRISTIAN'S TV GUIDE; A land without evil : stopping the genocide of Burma's Karen people; All male or female persons seventeen years of age or over listed in the City of Everett as of January 1, 2004; Assessing Older People: A Practical Guide For Health Professionals",
2004-01-05,Hey Ya!,Outkast,,,
2004-01-12,Hey Ya!,Outkast,,,
2004-01-19,Hey Ya!,Outkast,,,
2004-01-26,Hey Ya!,Outkast,,,
2004-02-02,Hey Ya!,Outkast,,,
2004-02-09,The Way You Move,Outkast,,,
2004-02-16,Slow Jamz,Twista,,,
2004-02-23,Yeah!,Usher,,,
2004-03-01,Yeah!,Usher,,,
2004-03-08,Yeah!,Usher,,,
2004-03-15,Yeah!,Usher,,,
2004-03-22,Yeah!,Usher,,,
2004-03-29,Yeah!,Usher,,,
2004-04-05,Yeah!,Usher,,,
2004-04-12,Yeah!,Usher,,,
2004-04-19,Yeah!,Usher,,,
2004-04-26,Yeah!,Usher,,,
2004-05-03,Yeah!,Usher,,,
2004-05-10,Yeah!,Usher,,,
2004-05-17,Burn,Usher,,,
2004-05-24,Burn,Usher,,,
2004-05-31,Burn,Usher,,,
2004-06-07,Burn,Usher,,,
2004-06-14,Burn,Usher,,,
2004-06-21,Burn,Usher,,,
2004-06-28,Burn,Usher,,,
2004-07-05,I Believe,Fantasia,,,
2004-07-12,Burn,Usher,,,
2004-07-19,Confessions Part II,Usher,,,
2004-07-26,Confessions Part II,Usher,,,
2004-08-02,Slow Motion,Juvenile,,,
2004-08-09,Slow Motion,Juvenile,,,
2004-08-16,Lean Back,Terror Squad,,,
2004-08-23,Lean Back,Terror Squad,,,
2004-08-30,Lean Back,Terror Squad,,,
2004-09-06,Goodies,Ciara,,,
2004-09-13,Goodies,Ciara,,,
2004-09-20,Goodies,Ciara,,,
2004-09-27,Goodies,Ciara,,,
2004-10-04,Goodies,Ciara,,,
2004-10-11,Goodies,Ciara,,,
2004-10-18,Goodies,Ciara,,,
2004-10-25,My Boo,Usher And Alicia Keys,,,
2004-11-01,My Boo,Usher And Alicia Keys,,,
2004-11-08,My Boo,Usher And Alicia Keys,,,
2004-11-15,My Boo,Usher And Alicia Keys,,,
2004-11-22,My Boo,Usher And Alicia Keys,,,
2004-11-29,My Boo,Usher And Alicia Keys,,,
2004-12-06,Drop It Like It's Hot,Snoop Dogg,,,
2004-12-13,Drop It Like It's Hot,Snoop Dogg,,,
2004-12-20,Drop It Like It's Hot,Snoop Dogg,,,
2004-12-27,Let Me Love You,Mario,,"""Go for it!"" : supporting people with learning disabilties and/or autistic spectrum disorder in employment; A people and a nation : a history of the United States; Access to communication : developing basic communication with people who have severe learning difficulties; After the cosmopolitan? : multicultural cities and the future of racism; All male or female persons seventeen years of age or over listed in the City of Everett as of January 1, 2005",
2005-01-03,Let Me Love You,Mario,,,
2005-01-10,Let Me Love You,Mario,,,
2005-01-17,Let Me Love You,Mario,,,
2005-01-24,Let Me Love You,Mario,,,
2005-01-31,Let Me Love You,Mario,,,
2005-02-07,Let Me Love You,Mario,,,
2005-02-14,Let Me Love You,Mario,,,
2005-02-21,Let Me Love You,Mario,,,
2005-02-28,Candy Shop,50 Cent,,,
2005-03-07,Candy Shop,50 Cent,,,
2005-03-14,Candy Shop,50 Cent,,,
2005-03-21,Candy Shop,50 Cent,,,
2005-03-28,Candy Shop,50 Cent,,,
2005-04-04,Candy Shop,50 Cent,,,
2005-04-11,Candy Shop,50 Cent,,,
2005-04-18,Candy Shop,50 Cent,,,
2005-04-25,Candy Shop,50 Cent,,,
2005-05-02,Hollaback Girl,Gwen Stefani,,,
2005-05-09,Hollaback Girl,Gwen Stefani,,,
2005-05-16,Hollaback Girl,Gwen Stefani,,,
2005-05-23,Hollaback Girl,Gwen Stefani,,,
2005-05-30,We Belong Together,Mariah Carey,,,
2005-06-06,We Belong Together,Mariah Carey,,,
2005-06-13,We Belong Together,Mariah Carey,,,
2005-06-20,We Belong Together,Mariah Carey,,,
2005-06-27,Inside Your Heaven,Carrie Underwood,,,
2005-07-04,We Belong Together,Mariah Carey,,,
2005-07-11,We Belong Together,Mariah Carey,,,
2005-07-18,We Belong Together,Mariah Carey,,,
2005-07-25,We Belong Together,Mariah Carey,,,
2005-08-01,We Belong Together,Mariah Carey,,,
2005-08-08,We Belong Together,Mariah Carey,,,
2005-08-15,We Belong Together,Mariah Carey,,,
2005-08-22,We Belong Together,Mariah Carey,,,
2005-08-29,We Belong Together,Mariah Carey,,,
2005-09-05,We Belong Together,Mariah Carey,,,
2005-09-12,Gold Digger,Kanye West,,,
2005-09-19,Gold Digger,Kanye West,,,
2005-09-26,Gold Digger,Kanye West,,,
2005-10-03,Gold Digger,Kanye West,,,
2005-10-10,Gold Digger,Kanye West,,,
2005-10-17,Gold Digger,Kanye West,,,
2005-10-24,Gold Digger,Kanye West,,,
2005-10-31,Gold Digger,Kanye West,,,
2005-11-07,Gold Digger,Kanye West,,,
2005-11-14,Gold Digger,Kanye West,,,
2005-11-21,Run It!,Chris Brown,,,
2005-11-28,Run It!,Chris Brown,,,
2005-12-05,Run It!,Chris Brown,,,
2005-12-12,Run It!,Chris Brown,,,
2005-12-19,Run It!,Chris Brown,,,
2005-12-26,Don't Forget About Us,Mariah Carey,,"""Gems TV"" Guide to Gems and Jewellery 2006; A curious and peculiar people : a history of the Metropolitan Community Church of Portland, Oregon, and the sexual minority communities of the Pacific Northwest; Billboard; Brand you [supplement to] Marketing : real people, real choices, fourth edition [by] Michal R. Solomon, Greg W. Marshall, Elnora W. Stuart; CONSTRUCTION OF HOUSES FOR TSUNAMI AFFECTED PEOPLE (24-Feb-2006)",
2006-01-02,Don't Forget About Us,Mariah Carey,,,
2006-01-09,Laffy Taffy,D4l,,,
2006-01-16,Grillz,Nelly,,,
2006-01-23,Grillz,Nelly,,,
2006-01-30,Check On It,Beyonce,,,
2006-02-06,Check On It,Beyonce,,,
2006-02-13,Check On It,Beyonce,,,
2006-02-20,Check On It,Beyonce,,,
2006-02-27,Check On It,Beyonce,,,
2006-03-06,You're Beautiful,James Blunt,,,
2006-03-13,So Sick,Ne-yo,,,
2006-03-20,So Sick,Ne-yo,,,
2006-03-27,Temperature,Sean Paul,,,
2006-04-03,Bad Day,Daniel Powter,,,
2006-04-10,Bad Day,Daniel Powter,,,
2006-04-17,Bad Day,Daniel Powter,,,
2006-04-24,Bad Day,Daniel Powter,,,
2006-05-01,Bad Day,Daniel Powter,,,
2006-05-08,SOS,Rihanna,,,
2006-05-15,SOS,Rihanna,,,
2006-05-22,SOS,Rihanna,,,
2006-05-29,Ridin',Chamillionaire,,,
2006-06-05,Ridin',Chamillionaire,,,
2006-06-12,Hips Don't Lie,Shakira,,,
2006-06-19,Hips Don't Lie,Shakira,,,
2006-06-26,Do I Make You Proud,Taylor Hicks,,,
2006-07-03,Promiscuous,Nelly Furtado,,,
2006-07-10,Promiscuous,Nelly Furtado,,,
2006-07-17,Promiscuous,Nelly Furtado,,,
2006-07-24,Promiscuous,Nelly Furtado,,,
2006-07-31,Promiscuous,Nelly Furtado,,,
2006-08-07,Promiscuous,Nelly Furtado,,,
2006-08-14,London Bridge,Fergie,,,
2006-08-21,London Bridge,Fergie,,,
2006-08-28,London Bridge,Fergie,,,
2006-09-04,SexyBack,Justin Timberlake,,,
2006-09-11,SexyBack,Justin Timberlake,,,
2006-09-18,SexyBack,Justin Timberlake,,,
2006-09-25,SexyBack,Justin Timberlake,,,
2006-10-02,SexyBack,Justin Timberlake,,,
2006-10-09,SexyBack,Justin Timberlake,,,
2006-10-16,SexyBack,Justin Timberlake,,,
2006-10-23,Money Maker,Ludacris,,,
2006-10-30,Money Maker,Ludacris,,,
2006-11-06,My Love,Justin Timberlake,,,
2006-11-13,My Love,Justin Timberlake,,,
2006-11-20,My Love,Justin Timberlake,,,
2006-11-27,I Wanna Love You,Akon,,,
2006-12-04,I Wanna Love You,Akon,,,
2006-12-11,Irreplaceable,Beyonce,,,
2006-12-18,Irreplaceable,Beyonce,,,
2006-12-25,Irreplaceable,Beyonce,,,
2007-01-01,Irreplaceable,Beyonce,,A people and a nation : a history of the United States; Billboard; CP time : why some people are always late; Cosmopolitan Ireland : globalisation and quality of life; ERIC EJ814483: Effectiveness of Cognitive Process Approached Social Skills Training Program for People with Mental Retardation,
2007-01-08,Irreplaceable,Beyonce,,,
2007-01-15,Irreplaceable,Beyonce,,,
2007-01-22,Irreplaceable,Beyonce,,,
2007-01-29,Irreplaceable,Beyonce,,,
2007-02-05,Irreplaceable,Beyonce,,,
2007-02-12,Irreplaceable,Beyonce,,,
2007-02-19,Say It Right,Nelly Furtado,,,
2007-02-26,What Goes Around...Comes Around,Justin Timberlake,,,
2007-03-05,This Is Why I'm Hot,Mims,,,
2007-03-12,This Is Why I'm Hot,Mims,,,
2007-03-19,Glamorous,Fergie,,,
2007-03-26,Glamorous,Fergie,,,
2007-04-02,Don't Matter,Akon,,,
2007-04-09,Don't Matter,Akon,,,
2007-04-16,Give It To Me,Timbaland,,,
2007-04-23,Give It To Me,Timbaland,,,
2007-04-30,Girlfriend,Avril Lavigne,,,
2007-05-07,Makes Me Wonder,Maroon 5,,,
2007-05-14,Makes Me Wonder,Maroon 5,,,
2007-05-21,Buy U A Drank (Shawty Snappin'),T-pain,,,
2007-05-28,Makes Me Wonder,Maroon 5,,,
2007-06-04,Umbrella,Rihanna,,,
2007-06-11,Umbrella,Rihanna,,,
2007-06-18,Umbrella,Rihanna,,,
2007-06-25,Umbrella,Rihanna,,,
2007-07-02,Umbrella,Rihanna,,,
2007-07-09,Umbrella,Rihanna,,,
2007-07-16,Umbrella,Rihanna,,,
2007-07-23,Hey There Delilah,Plain White T's,,,
2007-07-30,Hey There Delilah,Plain White T's,,,
2007-08-06,Beautiful Girls,Sean Kingston,,,
2007-08-13,Beautiful Girls,Sean Kingston,,,
2007-08-20,Beautiful Girls,Sean Kingston,,,
2007-08-27,Beautiful Girls,Sean Kingston,,,
2007-09-03,Big Girls Don't Cry,Fergie,,,
2007-09-10,Crank That (Soulja Boy),Soulja Boy Tell'em,,,
2007-09-17,Crank That (Soulja Boy),Soulja Boy Tell'em,,,
2007-09-24,Stronger,Kanye West,,,
2007-10-01,Crank That (Soulja Boy),Soulja Boy Tell'em,,,
2007-10-08,Crank That (Soulja Boy),Soulja Boy Tell'em,,,
2007-10-15,Crank That (Soulja Boy),Soulja Boy Tell'em,,,
2007-10-22,Crank That (Soulja Boy),Soulja Boy Tell'em,,,
2007-10-29,Crank That (Soulja Boy),Soulja Boy Tell'em,,,
2007-11-05,Kiss Kiss,Chris Brown,,,
2007-11-12,Kiss Kiss,Chris Brown,,,
2007-11-19,Kiss Kiss,Chris Brown,,,
2007-11-26,No One,Alicia Keys,,,
2007-12-03,No One,Alicia Keys,,,
2007-12-10,No One,Alicia Keys,,,
2007-12-17,No One,Alicia Keys,,,
2007-12-24,No One,Alicia Keys,,,
2007-12-31,Low,Flo Rida,,100 People Who Made History.pdf; A TV guide to life; After-death communication : hundreds of true stories from the UK of people who have communicated with their loved ones; Art & Science of Billboard Liberation - 2008 Edition; Becoming your best : a self-help guide for thinking people,Chicago's WLS radio
2008-01-07,Low,Flo Rida,,,
2008-01-14,Low,Flo Rida,,,
2008-01-21,Low,Flo Rida,,,
2008-01-28,Low,Flo Rida,,,
2008-02-04,Low,Flo Rida,,,
2008-02-11,Low,Flo Rida,,,
2008-02-18,Low,Flo Rida,,,
2008-02-25,Low,Flo Rida,,Mad Magazine March 2008 By Editors Of MAD Magazine (z Lib.org); Mad Magazine March 2008 Pgs 27 29 Why Bus Wants Global Warming,
2008-03-03,Low,Flo Rida,,,
2008-03-10,Love In This Club,Usher,,,
2008-03-17,Love In This Club,Usher,,,
2008-03-24,Love In This Club,Usher,,,
2008-03-31,Bleeding Love,Leona Lewis,,"Mad, April 2008 Issue By Editors Of MAD Magazine (z Lib.org)",
2008-04-07,Touch My Body,Mariah Carey,,,
2008-04-14,Touch My Body,Mariah Carey,,,
2008-04-21,Bleeding Love,Leona Lewis,,,
2008-04-28,Lollipop,Lil Wayne,,Mad Magazine May 2008 By Editors Of MAD Magazine (z Lib.org),
2008-05-05,Bleeding Love,Leona Lewis,,,
2008-05-12,Bleeding Love,Leona Lewis,,,
2008-05-19,Take A Bow,Rihanna,,,
2008-05-26,Lollipop,Lil Wayne,,,
2008-06-02,Lollipop,Lil Wayne,,,
2008-06-09,Lollipop,Lil Wayne,,,
2008-06-16,Lollipop,Lil Wayne,,,
2008-06-23,Viva La Vida,Coldplay,,,
2008-06-30,I Kissed A Girl,Katy Perry,,,
2008-07-07,I Kissed A Girl,Katy Perry,,,
2008-07-14,I Kissed A Girl,Katy Perry,,,
2008-07-21,I Kissed A Girl,Katy Perry,,,
2008-07-28,I Kissed A Girl,Katy Perry,,,
2008-08-04,I Kissed A Girl,Katy Perry,,,
2008-08-11,I Kissed A Girl,Katy Perry,,,
2008-08-18,Disturbia,Rihanna,,,
2008-08-25,Disturbia,Rihanna,,,
2008-09-01,Whatever You Like,T.i,,Animal People (2008.09) [18.7],
2008-09-08,Whatever You Like,T.i,,,
2008-09-15,Whatever You Like,T.i,,,
2008-09-22,So What,P!nk,,,
2008-09-29,Whatever You Like,T.i,,,
2008-10-06,Whatever You Like,T.i,,,
2008-10-13,Live Your Life,T.i,,,
2008-10-20,Womanizer,Britney Spears,,,
2008-10-27,Whatever You Like,T.i,,,
2008-11-03,Whatever You Like,T.i,,,
2008-11-10,Live Your Life,T.i,,Animal People (2008.11-12) [18.9],
2008-11-17,Live Your Life,T.i,,,
2008-11-24,Live Your Life,T.i,,,
2008-12-01,Live Your Life,T.i,,,
2008-12-08,Single Ladies (Put A Ring On It),Beyonce,,,
2008-12-15,Live Your Life,T.i,,,
2008-12-22,Single Ladies (Put A Ring On It),Beyonce,,,
2008-12-29,Single Ladies (Put A Ring On It),Beyonce,,141 Good Habits for Young People; 2009-07_cosmopolitan..; Aging and the Indian Diaspora: Cosmopolitan Families in India and Abroad; Are you fascinated? : the four people you need to succeed; BPL people and urban poverty alleviation (16-Jul-2009),
2009-01-05,Single Ladies (Put A Ring On It),Beyonce,,,
2009-01-12,Just Dance,Lady Gaga,,,
2009-01-19,Just Dance,Lady Gaga,,,
2009-01-26,Just Dance,Lady Gaga,,,
2009-02-02,My Life Would Suck Without You,Kelly Clarkson,,,
2009-02-09,My Life Would Suck Without You,Kelly Clarkson,,,
2009-02-16,Crack A Bottle,"Eminem, Dr. Dre",,,
2009-02-23,Right Round,Flo Rida,,,
2009-03-02,Right Round,Flo Rida,,,
2009-03-09,Right Round,Flo Rida,,,
2009-03-16,Right Round,Flo Rida,,,
2009-03-23,Right Round,Flo Rida,,,
2009-03-30,Right Round,Flo Rida,,,
2009-04-06,Poker Face,Lady Gaga,,,
2009-04-13,Boom Boom Pow,The Black Eyed Peas,,,
2009-04-20,Boom Boom Pow,The Black Eyed Peas,,,
2009-04-27,Boom Boom Pow,The Black Eyed Peas,,,
2009-05-04,Boom Boom Pow,The Black Eyed Peas,,,
2009-05-11,Boom Boom Pow,The Black Eyed Peas,,,
2009-05-18,Boom Boom Pow,The Black Eyed Peas,,,
2009-05-25,Boom Boom Pow,The Black Eyed Peas,,,
2009-06-01,Boom Boom Pow,The Black Eyed Peas,,,
2009-06-08,Boom Boom Pow,The Black Eyed Peas,,,
2009-06-15,Boom Boom Pow,The Black Eyed Peas,,,
2009-06-22,Boom Boom Pow,The Black Eyed Peas,,,
2009-06-29,Boom Boom Pow,The Black Eyed Peas,,,
2009-07-06,I Gotta Feeling,The Black Eyed Peas,,,
2009-07-13,I Gotta Feeling,The Black Eyed Peas,,,
