date,rank,artist,album,length,track_length
1978-09-16,43,"The Moody Blues",Octave,15,290897.4
1978-09-16,44,"The Cars","The Cars",9,245536.0
1978-09-16,45,"Barry Manilow","Even Now",14,220591.428571429
1978-09-16,46,"High Inergy","Steppin' Out",,
1978-09-16,47,"The Atlanta Rhythm Section","Champagne Jam",8,257114.625
1978-09-16,48,"David Gilmour","David Gilmore",,
1978-09-16,49,Exile,"Mixed Emotion",,
1978-09-16,50,"Rose Royce","Rose Royce III/Strikes Again!",9,261704.888888889
1978-09-16,51,"Van Halen","Van Halen",11,214083.545454545
1978-09-16,52,Sylvester,"Step II",7,303832.0
1978-09-16,53,"Kenny Rogers","Love Or Something Like It",11,182713.636363636
1978-09-16,54,"Walter Egan","Not Shy",10,212195.7
1978-09-16,55,"Jackson Browne","Running On Empty",10,260547.7
1978-09-16,56,"Carly Simon","Boys In The Trees",11,197341.454545455
1978-09-16,57,"Buddy Holly","Buddy Holly & The Crickets 20 Golden Greats",20,
1978-09-16,58,"Eddie Money","Eddie Money",10,205046.3
1978-09-16,59,"Peter Brown","Fantasy Love Affair",8,280169.625
1978-09-16,60,"Todd Rundgren","Hermit Of Mink Hollow",12,185213.0
1978-09-16,61,"Chris Rea","What Ever Happened To Benny Santini",,
1978-09-16,62,"Ashford & Simpson","Is It Still Good To Ya",8,257094.625
1978-09-16,63,"Fogelberg And Weisberg","Twin Sons Of Different Mothers",,
1978-09-16,64,"Quincy Jones","Sounds...And Stuff Like That!!",7,308196.0
1978-09-16,65,Soundtrack,Fm,50,189786.94
1978-09-16,66,Soundtrack,"Thank God It's Friday",,
1978-09-16,67,ABBA,"The Album",10,267333.1
1978-09-16,68,"Robin Trower","Caravan To Midnight",9,257053.0
1978-09-16,69,"Cheap Trick","Heaven Tonight",11,236886.909090909
1978-09-16,70,"Jefferson Starship",Earth,9,293372.777777778
1978-09-16,71,"Anne Murray","Let's Keep It That Way",10,197442.3
1978-09-16,72,"Talking Heads","More Songs About Buildings And Food",15,236991.733333333
1978-09-16,73,"Bob Dylan","Street Legal",9,330368.555555556
1978-09-16,74,"Willie Nelson",Stardust,10,219051.7
1978-09-16,75,"Village People","Village People",6,286110.5
1978-09-16,76,Genesis,"And Then There Were Three",11,292278.363636364
1978-09-16,77,"Roy Ayers","You Send Me",8,361479.625
1978-09-16,78,"The Beatles","The Beatles 1967-1970",28,214094.392857143
1978-09-16,79,"The O'Jays","So Full Of Love",8,271397.875
1978-09-16,80,"Daryl Hall John Oates","Along The Red Ledge",10,222391.8
1978-09-16,81,"Michael Johnson","The Michael Johnson Album",,
1978-09-16,82,"Earth, Wind & Fire","All 'n' All",11,212600.818181818
1978-09-16,83,"Jean Luc Ponty","Cosmic Messenger",8,283358.0
1978-09-16,84,"Fleetwood Mac",Rumours,58,
1978-09-16,85,"Crystal Gayle","When I Dream",12,185598.583333333
1978-09-16,86,"Linda Clifford","If My Friends Could See Me Now",10,438310.9
1978-09-16,87,"The Kinks",Misfits,11,245861.363636364
1978-09-16,88,"The Fatback Band","Fired Up 'n' Kickin'",,
1978-09-16,89,"Sammy Hagar","All Night Long",7,344890.0
1978-09-16,90,"Dave Mason","Mariposa Do Ora",,
1978-09-16,91,"Chuck Mangione","Feels So Good",6,394279.5
1978-09-16,92,"Millie Jackson","Get It Outcha System",,
1978-09-16,93,"Stephen Bishop",Bish,13,220502.307692308
1978-09-16,94,"Ohio Players",Jass-ay-lay-dee,6,371259.666666667
1978-09-16,95,Ambrosia,"Life Beyond L.a.",10,247026.3
1978-09-16,96,"Chick Corea",Friends,8,458368.0
1978-09-16,97,"Grace Jones",Fame,7,345913.857142857
1978-09-16,98,"Jeff Wayne/Various Artists","The War Of The Worlds",,
1978-09-16,99,"Peter Gabriel","Peter Gabriel (II)",9,
1978-09-16,100,"Toby Beau","Toby Beau",1,222666.0
1978-09-16,101,Styx,"The Grand Illusion",8,312237.875
1978-09-16,102,Soundtrack,"Foul Play",12,129766.5
1978-09-16,103,Player,"Danger Zone",,
1978-09-16,104,"Leo Sayer","Leo Sayer",10,215787.6
1978-09-16,105,"Tom Petty And The Heartbreakers","You're Gonna' Get It",10,179354.5
1978-09-16,106,"Kenny Rogers","Ten Years Of Gold",10,207223.6
1978-09-16,107,"The Beatles","The Beatles [White Album]",107,
1978-09-16,108,"Michael Stanley Band","Cabin Fever",11,227641.0
1978-09-16,109,Foreigner,Foreigner,12,240737.833333333
1978-09-16,110,"The Beatles","The Beatles 1962-1966",26,144768.346153846
1978-09-16,111,"Jimmy Buffett","Son Of A Son Of A Sailor",9,234222.0
1978-09-16,112,Switch,Switch,1,207071.0
1978-09-16,113,Heatwave,"Central Heating",9,277429.333333333
1978-09-16,114,"Bee Gees","Here At Last...Bee Gees...Live",18,281001.333333333
1978-09-16,115,"Various Artists","Disco Party",32,426272.869565217
1978-09-16,116,"Electric Light Orchestra","Out Of The Blue",17,250202.705882353
1978-09-16,117,Journey,Infinity,10,218869.0
1978-09-16,118,"Leon Russell",Americana,10,196654.4
1978-09-16,119,"Atlantic Starr","Atlantic Starr",12,299117.333333333
1978-09-16,120,"Eric Clapton",Slowhand,27,280855.407407407
1978-09-16,121,Soundtrack,"The Buddy Holly Story",,
1978-09-16,122,Slave,"The Concept",7,325887.285714286
1978-09-16,123,"Herbie Hancock",Sunlight,5,444343.8
1978-09-16,124,"Chuck Mangione","The Best Of Chuck Mangione",10,444489.7
1978-09-16,125,"Sweet Thunder","Sweet Thunder",22,186570.181818182
1978-09-16,126,Soundtrack,"Eyes Of Laura Mars",,
1978-09-16,127,"The Sundays",Sunburn,,
1978-09-16,128,"Bob Seger & The Silver Bullet Band","'Live' Bullet",15,293876.0
1978-09-16,129,"Cheryl Ladd","Cheryl Ladd",1,171119.0
1978-09-16,130,"Gil Scott-Heron",Secrets,,
1978-09-16,131,"Rita Coolidge","Love Me Again",1,219026.0
1978-09-16,132,"Hamilton Bohannon","Summertime Groove",,
1978-09-16,133,"Various Artists","Sesame Street Fever",,
1978-09-16,134,"George Benson","Weekend In L.a.",11,451363.727272727
1978-09-16,135,Snail,Snail,10,229265.1
1978-09-16,136,"Elvis Presley","Elvis Sings For Children And Grownups Too",,
1978-09-16,137,"Joe Cocker","Luxury You Can Afford",11,229157.181818182
1978-09-16,138,"Bobby Humphrey",Freestyle,,
1978-09-16,139,"Thin Lizzy","Live And Dangerous",17,271817.705882353
1978-09-16,140,AC/DC,Powerage,9,266022.0
1978-09-16,141,"Johnny Winter","White Hot & Blue",16,
1978-09-16,142,"Tuxedo Junction","Tuxedo Junction",11,208694.272727273
1978-09-16,143,"Le Roux","Louisiana's Le Roux",,
1978-09-16,144,Soundtrack,"Animal House",,
1978-09-16,145,"Santa Esmeralda",Beauty,,
1978-09-16,146,Kansas,"Point Of Know Return",12,252448.583333333
1978-09-16,147,"Norma Jean","Norma Jean",1,193911.0
1978-09-16,148,"John Prine","Bruised Orange",10,204535.6
1978-09-16,149,"Greg Kihn Band","Next Of Kihn",8,272849.625
1978-09-16,150,"Genya Ravan","Urban Desire",,
1978-09-16,151,"The Trammps","Best Of Trammps",20,288260.35
1978-09-16,152,"The Ritchie Family","American Generation",5,331279.8
1978-09-16,153,Wings,"London Town",14,219551.071428571
1978-09-16,154,"Janis Ian","Janis Ian (II)",12,224041.916666667
1978-09-16,155,"Lee Oskar","Before The Rain",7,419203.428571429
1978-09-16,156,"REO Speedwagon","You Can Tune A Piano But You Can't Tune A Fish",9,224461.777777778
1978-09-16,157,"Jesse Winchester","A Touch On The Rainy Side",10,236631.6
1978-09-16,158,"Leo Kottke","Burnt Lips",,
1978-09-16,159,"Various Artists","California Jam 2",,
1978-09-16,160,Soundtrack,"The Rocky Horror Picture Show",16,201972.9375
1978-09-16,161,"Pat Metheny Group","Pat Metheny Group",7,410464.285714286
1978-09-16,162,"Peabo Bryson","Reaching For The Sky",8,289850.375
1978-09-16,163,Prism,"See Forever Eyes",,
1978-09-16,164,"Andy Gibb","Flowing Rivers",10,230314.2
1978-09-16,165,"Boney M","Night Flight To Venus",,
1978-09-16,166,War,Youngblood,12,289040.75
1978-09-16,167,"Frankie Valli","Frankie Valli...Is The Word",10,217607.1
1978-09-16,168,"Pink Floyd","The Dark Side Of The Moon",10,257363.2
1978-09-16,169,"Saturday Night Band","Come On Dance,dance",11,401977.909090909
1978-09-16,170,"City Boy","Book Early",24,215544.125
1978-09-16,171,"Leon Redbone","Champagne Charlie",10,212171.6
1978-09-16,172,Foghat,"Stone Blue",8,270518.0
1978-09-16,173,"The Salsoul Orchestra","Greatest Disco Hits/Music For Non-Stop Dancing",,
1978-09-16,174,"The Mc Crarys","Loving Is Living",,
1978-09-16,175,"Robert Palmer","Double Fun",9,236155.222222222
1978-09-16,176,Chic,Chic,40,272391.575
1978-09-16,177,"Jane Olivor","Stay The Night",10,206695.6
1978-09-16,178,Heart,Magazine,8,294266.25
1978-09-16,179,"B.B. King","Midnight Believer",7,285946.571428571
1978-09-16,180,"Dolly Parton","Here You Come Again",10,178703.6
1978-09-16,181,"Larry Carlton","Larry Carlton",8,334166.25
1978-09-16,182,Trooper,"Thick As Thieves",10,229892.9
1978-09-16,183,"Shaun Cassidy","Born Late",10,192200.9
1978-09-16,184,"Gladys Knight And The Pips","The One And Only",17,271665.411764706
1978-09-16,185,Eagles,"Hotel California",9,340131.666666667
1978-09-16,186,Synergy,Cords,10,247713.8
1978-09-16,187,"Patrick Juvet","Got A Feeling",,
1978-09-16,188,"Rod Stewart","Foot Loose + Fancy Free",8,334894.75
1978-09-16,189,"Captain & Tennille",Dream,11,199997.0
1978-09-16,190,"The Sylvers","Forever Yours",,
1978-09-16,191,"Shaun Cassidy","Shaun Cassidy",10,181727.2
1978-09-16,192,KISS,"Double Platinum",20,208864.0
1978-09-16,193,"Lenny Williams","Spark Of Love",11,302353.454545455
1978-09-16,194,"Donna Summer","Once Upon A Time",16,256053.625
1978-09-16,195,"Stanley Turrentine","What About You",,
1978-09-16,196,"Steve Martin","Lets Get Small",10,228936.9
1978-09-16,197,"Jimi Hendrix","The Essential Jimi Hendrix",,
1978-09-16,198,"Norman Connors","This Is Your Life",10,275327.7
1978-09-16,199,"James Brown","Jam 1980's",5,499399.8
1978-09-16,200,"Bonnie Tyler","It's A Heartache",1,212000.0
1978-09-23,1,Soundtrack,Grease,21,201416.80952381
1978-09-23,2,Boston,"Don't Look Back",8,285179.5
1978-09-23,3,Foreigner,"Double Vision",12,227267.583333333
1978-09-23,4,"The Rolling Stones","Some Girls",10,254173.0
1978-09-23,5,Soundtrack,"Sgt. Peppers Lonely Hearts Club Band",,
1978-09-23,6,"The Who","Who Are You",14,245920.5
1978-09-23,7,"The Brothers Johnson",Blam,9,232992.222222222
1978-09-23,8,Commodores,"Natural High",8,311567.875
1978-09-23,9,"A Taste Of Honey","A Taste Of Honey",9,256659.222222222
1978-09-23,10,"Kenny Loggins",Nightwatch,9,275975.777777778
1978-09-23,11,"Pablo Cruise","Worlds Away",9,266353.777777778
1978-09-23,12,"Billy Joel","The Stranger",21,296449.238095238
1978-09-23,13,Soundtrack,"Saturday Night Fever",21,224416.142857143
1978-09-23,14,"Evelyn ""Champagne"" King","Smooth Talk",,
1978-09-23,15,"Meat Loaf","Bat Out Of Hell",7,408818.857142857
1978-09-23,16,"Bob Seger","Stranger In Town",9,265499.666666667
1978-09-23,17,"Bruce Springsteen","Darkness On The Edge Of Town",10,256567.7
1978-09-23,18,LTD,Togetherness,10,232853.0
1978-09-23,19,"Fogelberg And Weisberg","Twin Sons Of Different Mothers",,
1978-09-23,20,"The Beatles","Sgt. Pepper's Lonely Hearts Club Band",13,186493.923076923
1978-09-23,21,Foxy,"Get Off",1,341293.0
1978-09-23,22,"Gerry Rafferty","City To City",10,319864.9
1978-09-23,23,"Rick James","Come Get It",9,327245.666666667
1978-09-23,24,"Donna Summer","Live And More",13,349835.461538462
1978-09-23,25,"Steely Dan",Aja,7,343028.142857143
1978-09-23,26,"Little River Band","Sleeper Catcher",9,281811.555555556
1978-09-23,27,"Teddy Pendergrass","Life Is A Song Worth Singing",9,312602.333333333
1978-09-23,28,Exile,"Mixed Emotion",,
1978-09-23,29,"Andy Gibb","Shadow Dancing",10,247935.8
1978-09-23,30,"Rose Royce","Rose Royce III/Strikes Again!",9,261704.888888889
1978-09-23,31,"Betty Wright","Betty Wright Live",1,580413.0
1978-09-23,32,"Ashford & Simpson","Is It Still Good To Ya",8,257094.625
1978-09-23,33,"Shaun Cassidy","Under Raps",,
1978-09-23,34,"The Crusaders",Images,7,340704.428571429
1978-09-23,35,"Dolly Parton",Heartbreaker,10,193170.4
1978-09-23,36,"KC And The Sunshine Band","Who Do Ya Love",8,241756.375
1978-09-23,37,"The Alan Parsons Project",Pyramid,16,211611.3125
1978-09-23,38,"The Cars","The Cars",9,245536.0
1978-09-23,39,"Michael Henderson","In The Night Time",8,292143.0
1978-09-23,40,"The Emotions",Sunbeam,11,200182.727272727
1978-09-23,41,UFO,Obsession,14,206209.214285714
1978-09-23,42,"High Inergy","Steppin' Out",,
1978-09-23,43,"Joe Walsh","But Seriously Folks",8,265178.125
1978-09-23,44,"The Atlanta Rhythm Section","Champagne Jam",8,257114.625
1978-09-23,45,"Barry Manilow","Even Now",14,220591.428571429
1978-09-23,46,Sylvester,"Step II",7,303832.0
1978-09-23,47,"Walter Egan","Not Shy",10,212195.7
1978-09-23,48,"Van Halen","Van Halen",11,214083.545454545
1978-09-23,49,ConFunkShun,"Love Shine",,
1978-09-23,50,"Chris Rea","What Ever Happened To Benny Santini",,
1978-09-23,51,"Jackson Browne","Running On Empty",10,260547.7
1978-09-23,52,"Daryl Hall John Oates","Along The Red Ledge",10,222391.8
1978-09-23,53,"Kenny Rogers","Love Or Something Like It",11,182713.636363636
1978-09-23,54,"Quincy Jones","Sounds...And Stuff Like That!!",7,308196.0
1978-09-23,55,"Buddy Holly","Buddy Holly & The Crickets 20 Golden Greats",20,
1978-09-23,56,"Peter Brown","Fantasy Love Affair",8,280169.625
1978-09-23,57,"Eddie Money","Eddie Money",10,205046.3
1978-09-23,58,"Robin Trower","Caravan To Midnight",9,257053.0
1978-09-23,59,"Carly Simon","Boys In The Trees",11,197341.454545455
1978-09-23,60,"Todd Rundgren","Hermit Of Mink Hollow",12,185213.0
1978-09-23,61,"Anne Murray","Let's Keep It That Way",10,197442.3
1978-09-23,62,ABBA,"The Album",10,267333.1
1978-09-23,63,Soundtrack,Fm,50,189786.94
1978-09-23,64,"Talking Heads","More Songs About Buildings And Food",15,236991.733333333
1978-09-23,65,"Jean Luc Ponty","Cosmic Messenger",8,283358.0
1978-09-23,66,"Roy Ayers","You Send Me",8,361479.625
1978-09-23,67,"The Moody Blues",Octave,15,290897.4
1978-09-23,68,"Village People","Macho Man",2,316619.5
1978-09-23,69,"Johnny Mathis And Deniece Williams","That's What Friends Are For",,
1978-09-23,70,"Lynyrd Skynyrd","Skynyrd's First And...last",,
1978-09-23,71,"Village People","Village People",6,286110.5
1978-09-23,72,"Natalie Cole","Natalie Live",16,342361.0625
1978-09-23,73,"Bob Dylan","Street Legal",9,330368.555555556
1978-09-23,74,"Willie Nelson",Stardust,10,219051.7
1978-09-23,75,"The Beatles","The Beatles 1967-1970",28,214094.392857143
1978-09-23,76,"Barbra Streisand",Songbird,10,229055.6
1978-09-23,77,Player,"Danger Zone",,
1978-09-23,78,"Crystal Gayle","When I Dream",12,185598.583333333
1978-09-23,79,"Ohio Players",Jass-ay-lay-dee,6,371259.666666667
1978-09-23,80,"Linda Clifford","If My Friends Could See Me Now",10,438310.9
1978-09-23,81,"Stephen Bishop",Bish,13,220502.307692308
1978-09-23,82,Ambrosia,"Life Beyond L.a.",10,247026.3
1978-09-23,83,"The Fatback Band","Fired Up 'n' Kickin'",,
1978-09-23,84,"Fleetwood Mac",Rumours,58,
1978-09-23,85,"The Kinks",Misfits,11,245861.363636364
1978-09-23,86,"Chick Corea",Friends,8,458368.0
1978-09-23,87,"Chuck Mangione","Feels So Good",6,394279.5
1978-09-23,88,"Chuck Mangione","Children Of Sanchez",15,399926.733333333
1978-09-23,89,"Millie Jackson","Get It Outcha System",,
1978-09-23,90,"David Gilmour","David Gilmore",,
1978-09-23,91,Soundtrack,"Thank God It's Friday",,
1978-09-23,92,"Cheap Trick","Heaven Tonight",11,236886.909090909
1978-09-23,93,"Jefferson Starship",Earth,9,293372.777777778
1978-09-23,94,Genesis,"And Then There Were Three",11,292278.363636364
1978-09-23,95,"The O'Jays","So Full Of Love",8,271397.875
1978-09-23,96,"The Beatles","The Beatles [White Album]",107,
1978-09-23,97,Styx,"The Grand Illusion",8,312237.875
1978-09-23,98,"Toby Beau","Toby Beau",1,222666.0
1978-09-23,99,Switch,Switch,1,207071.0
1978-09-23,100,"Jimmy Buffett","Son Of A Son Of A Sailor",9,234222.0
1978-09-23,101,"Leo Sayer","Leo Sayer",10,215787.6
1978-09-23,102,Soundtrack,"Foul Play",12,129766.5
1978-09-23,103,"Tom Petty And The Heartbreakers","You're Gonna' Get It",10,179354.5
1978-09-23,104,Foreigner,Foreigner,12,240737.833333333
1978-09-23,105,Slave,"The Concept",7,325887.285714286
1978-09-23,106,"Michael Stanley Band","Cabin Fever",11,227641.0
1978-09-23,107,"The Beatles","The Beatles 1962-1966",26,144768.346153846
1978-09-23,108,"Atlantic Starr","Atlantic Starr",12,299117.333333333
1978-09-23,109,"Chuck Mangione","The Best Of Chuck Mangione",10,444489.7
1978-09-23,110,"Earth, Wind & Fire","All 'n' All",11,212600.818181818
1978-09-23,111,Heatwave,"Central Heating",9,277429.333333333
1978-09-23,112,"Michael Johnson","The Michael Johnson Album",,
1978-09-23,113,"Various Artists","Sesame Street Fever",,
1978-09-23,114,"Bee Gees","Here At Last...Bee Gees...Live",18,281001.333333333
1978-09-23,115,"Leon Russell",Americana,10,196654.4
1978-09-23,116,"Electric Light Orchestra","Out Of The Blue",17,250202.705882353
1978-09-23,117,Journey,Infinity,10,218869.0
1978-09-23,118,"Dave Mason","Mariposa Do Ora",,
1978-09-23,119,"Gil Scott-Heron",Secrets,,
1978-09-23,120,"Bob Seger & The Silver Bullet Band","'Live' Bullet",15,293876.0
1978-09-23,121,Soundtrack,"The Buddy Holly Story",,
1978-09-23,122,"Dan Hill","Frozen In The Night",11,233853.090909091
1978-09-23,123,"Joe Cocker","Luxury You Can Afford",11,229157.181818182
1978-09-23,124,Soundtrack,"Eyes Of Laura Mars",,
1978-09-23,125,"Rita Coolidge","Love Me Again",1,219026.0
1978-09-23,126,"Sammy Hagar","All Night Long",7,344890.0
1978-09-23,127,Soundtrack,"Animal House",,
1978-09-23,128,"George Benson","Weekend In L.a.",11,451363.727272727
1978-09-23,129,"Cheryl Ladd","Cheryl Ladd",1,171119.0
1978-09-23,130,"Hamilton Bohannon","Summertime Groove",,
1978-09-23,131,"Lee Oskar","Before The Rain",7,419203.428571429
1978-09-23,132,"Elvis Presley","Elvis Sings For Children And Grownups Too",,
1978-09-23,133,AC/DC,Powerage,9,266022.0
1978-09-23,134,"Thin Lizzy","Live And Dangerous",17,271817.705882353
1978-09-23,135,"Various Artists","Disco Party",32,426272.869565217
1978-09-23,136,"Norma Jean","Norma Jean",1,193911.0
1978-09-23,137,"The Sundays",Sunburn,,
1978-09-23,138,"Bobby Humphrey",Freestyle,,
1978-09-23,139,"The Trammps","Best Of Trammps",20,288260.35
1978-09-23,140,"Janis Ian","Janis Ian (II)",12,224041.916666667
1978-09-23,141,"Le Roux","Louisiana's Le Roux",,
1978-09-23,142,"Tuxedo Junction","Tuxedo Junction",11,208694.272727273
1978-09-23,143,"Santa Esmeralda",Beauty,,
1978-09-23,144,"John Prine","Bruised Orange",10,204535.6
1978-09-23,145,"Greg Kihn Band","Next Of Kihn",8,272849.625
1978-09-23,146,Kansas,"Point Of Know Return",12,252448.583333333
1978-09-23,147,"Genya Ravan","Urban Desire",,
1978-09-23,148,"Leo Kottke","Burnt Lips",,
1978-09-23,149,"Pat Metheny Group","Pat Metheny Group",7,410464.285714286
1978-09-23,150,"The Ritchie Family","American Generation",5,331279.8
1978-09-23,151,"Nick Gilder","City Nights",,
1978-09-23,152,"Peter Gabriel","Peter Gabriel (II)",9,
1978-09-23,153,Soundtrack,"The Rocky Horror Picture Show",16,201972.9375
1978-09-23,154,"REO Speedwagon","You Can Tune A Piano But You Can't Tune A Fish",9,224461.777777778
1978-09-23,155,"Boney M","Night Flight To Venus",,
1978-09-23,156,"Jesse Winchester","A Touch On The Rainy Side",10,236631.6
1978-09-23,157,"City Boy","Book Early",24,215544.125
1978-09-23,158,"Jeff Wayne/Various Artists","The War Of The Worlds",,
1978-09-23,159,"Pink Floyd","The Dark Side Of The Moon",10,257363.2
1978-09-23,160,"Frankie Valli","Frankie Valli...Is The Word",10,217607.1
1978-09-23,161,Meco,"The Wizard Of Oz",,
1978-09-23,162,"The Salsoul Orchestra","Greatest Disco Hits/Music For Non-Stop Dancing",,
1978-09-23,163,"The Mc Crarys","Loving Is Living",,
1978-09-23,164,"Andy Gibb","Flowing Rivers",10,230314.2
1978-09-23,165,"Original Cast","Ain't Misbehavin'",25,218963.4
1978-09-23,166,War,Youngblood,12,289040.75
1978-09-23,167,"Leon Redbone","Champagne Charlie",10,212171.6
1978-09-23,168,Foghat,"Stone Blue",8,270518.0
1978-09-23,169,"Jane Olivor","Stay The Night",10,206695.6
1978-09-23,170,"Grace Jones",Fame,7,345913.857142857
1978-09-23,171,"Kenny Rogers","Ten Years Of Gold",10,207223.6
1978-09-23,172,"Gladys Knight And The Pips","The One And Only",17,271665.411764706
1978-09-23,173,"Lenny Williams","Spark Of Love",11,302353.454545455
1978-09-23,174,"Eric Clapton",Slowhand,27,280855.407407407
1978-09-23,175,Synergy,Cords,10,247713.8
1978-09-23,176,"Larry Carlton","Larry Carlton",8,334166.25
1978-09-23,177,"B.B. King","Midnight Believer",7,285946.571428571
1978-09-23,178,Heart,Magazine,8,294266.25
1978-09-23,179,"The Dells","New Beginnings",8,260039.625
1978-09-23,180,"The Sylvers","Forever Yours",,
1978-09-23,181,Eagles,"Hotel California",9,340131.666666667
1978-09-23,182,"Patrick Juvet","Got A Feeling",,
1978-09-23,183,"Donna Summer","Once Upon A Time",16,256053.625
1978-09-23,184,"Stanley Turrentine","What About You",,
1978-09-23,185,"Captain & Tennille",Dream,11,199997.0
1978-09-23,186,Blondie,"Parallel Lines",12,196634.833333333
1978-09-23,187,"Steve Martin","Lets Get Small",10,228936.9
1978-09-23,188,"Jimi Hendrix","The Essential Jimi Hendrix",,
1978-09-23,189,"Shaun Cassidy","Shaun Cassidy",10,181727.2
1978-09-23,190,"Don Ray","Garden Of Love",6,373000.0
1978-09-23,191,KISS,"Double Platinum",20,208864.0
1978-09-23,192,"Bonnie Tyler","It's A Heartache",1,212000.0
1978-09-23,193,"James Brown","Jam 1980's",5,499399.8
1978-09-23,194,"Rod Stewart","Foot Loose + Fancy Free",8,334894.75
1978-09-23,195,"Herbie Hancock",Sunlight,5,444343.8
1978-09-23,196,"Sweet Thunder","Sweet Thunder",22,186570.181818182
1978-09-23,197,Snail,Snail,10,229265.1
1978-09-23,198,Wings,"London Town",14,219551.071428571
1978-09-23,199,"Various Artists","California Jam 2",,
1978-09-23,200,"Peabo Bryson","Reaching For The Sky",8,289850.375
1978-09-30,1,Soundtrack,Grease,21,201416.80952381
1978-09-30,2,Boston,"Don't Look Back",8,285179.5
1978-09-30,3,Foreigner,"Double Vision",12,227267.583333333
1978-09-30,4,"The Who","Who Are You",14,245920.5
1978-09-30,5,"The Rolling Stones","Some Girls",10,254173.0
1978-09-30,6,Soundtrack,"Sgt. Peppers Lonely Hearts Club Band",,
1978-09-30,7,"The Brothers Johnson",Blam,9,232992.222222222
1978-09-30,8,"A Taste Of Honey","A Taste Of Honey",9,256659.222222222
1978-09-30,9,"Kenny Loggins",Nightwatch,9,275975.777777778
1978-09-30,10,Commodores,"Natural High",8,311567.875
1978-09-30,11,"Billy Joel","The Stranger",21,296449.238095238
1978-09-30,12,"Fogelberg And Weisberg","Twin Sons Of Different Mothers",,
1978-09-30,13,Soundtrack,"Saturday Night Fever",21,224416.142857143
1978-09-30,14,"Evelyn ""Champagne"" King","Smooth Talk",,
1978-09-30,15,"Pablo Cruise","Worlds Away",9,266353.777777778
1978-09-30,16,"Bob Seger","Stranger In Town",9,265499.666666667
1978-09-30,17,"Donna Summer","Live And More",13,349835.461538462
1978-09-30,18,"Meat Loaf","Bat Out Of Hell",7,408818.857142857
1978-09-30,19,Foxy,"Get Off",1,341293.0
1978-09-30,20,"The Beatles","Sgt. Pepper's Lonely Hearts Club Band",13,186493.923076923
1978-09-30,21,"Rick James","Come Get It",9,327245.666666667
1978-09-30,22,"Bruce Springsteen","Darkness On The Edge Of Town",10,256567.7
1978-09-30,23,Exile,"Mixed Emotion",,
1978-09-30,24,"Little River Band","Sleeper Catcher",9,281811.555555556
1978-09-30,25,"Lynyrd Skynyrd","Skynyrd's First And...last",,
1978-09-30,26,LTD,Togetherness,10,232853.0
1978-09-30,27,"Teddy Pendergrass","Life Is A Song Worth Singing",9,312602.333333333
1978-09-30,28,"Rose Royce","Rose Royce III/Strikes Again!",9,261704.888888889
1978-09-30,29,"Ashford & Simpson","Is It Still Good To Ya",8,257094.625
1978-09-30,30,"Betty Wright","Betty Wright Live",1,580413.0
1978-09-30,31,"Gerry Rafferty","City To City",10,319864.9
1978-09-30,32,"Steely Dan",Aja,7,343028.142857143
1978-09-30,33,"Dolly Parton",Heartbreaker,10,193170.4
1978-09-30,34,"The Cars","The Cars",9,245536.0
1978-09-30,35,"Chuck Mangione","Children Of Sanchez",15,399926.733333333
1978-09-30,36,"KC And The Sunshine Band","Who Do Ya Love",8,241756.375
1978-09-30,37,"Andy Gibb","Shadow Dancing",10,247935.8
1978-09-30,38,"Michael Henderson","In The Night Time",8,292143.0
1978-09-30,39,"The Crusaders",Images,7,340704.428571429
1978-09-30,40,Sylvester,"Step II",7,303832.0
1978-09-30,41,UFO,Obsession,14,206209.214285714
1978-09-30,42,"High Inergy","Steppin' Out",,
1978-09-30,43,"The Atlanta Rhythm Section","Champagne Jam",8,257114.625
1978-09-30,44,"Barry Manilow","Even Now",14,220591.428571429
1978-09-30,45,"Walter Egan","Not Shy",10,212195.7
1978-09-30,46,"Daryl Hall John Oates","Along The Red Ledge",10,222391.8
1978-09-30,47,"Robin Trower","Caravan To Midnight",9,257053.0
1978-09-30,48,Styx,"Pieces Of Eight",10,255879.8
1978-09-30,49,"Chris Rea","What Ever Happened To Benny Santini",,
1978-09-30,50,"Anne Murray","Let's Keep It That Way",10,197442.3
1978-09-30,51,"Jackson Browne","Running On Empty",10,260547.7
1978-09-30,52,"Quincy Jones","Sounds...And Stuff Like That!!",7,308196.0
1978-09-30,53,"Peter Brown","Fantasy Love Affair",8,280169.625
1978-09-30,54,"Talking Heads","More Songs About Buildings And Food",15,236991.733333333
1978-09-30,55,"Jean Luc Ponty","Cosmic Messenger",8,283358.0
1978-09-30,56,"Roy Ayers","You Send Me",8,361479.625
1978-09-30,57,"Eddie Money","Eddie Money",10,205046.3
1978-09-30,58,"Village People","Macho Man",2,316619.5
1978-09-30,59,"Shaun Cassidy","Under Raps",,
1978-09-30,60,"Stephen Bishop",Bish,13,220502.307692308
1978-09-30,61,"The Alan Parsons Project",Pyramid,16,211611.3125
1978-09-30,62,"The Emotions",Sunbeam,11,200182.727272727
1978-09-30,63,"Joe Walsh","But Seriously Folks",8,265178.125
1978-09-30,64,"Van Halen","Van Halen",11,214083.545454545
1978-09-30,65,Player,"Danger Zone",,
1978-09-30,66,"Johnny Mathis And Deniece Williams","That's What Friends Are For",,
1978-09-30,67,"The Moody Blues",Octave,15,290897.4
